household_key,total_baskets,unique_products,total_items,total_spend,avg_transaction_value,day_span,active_weeks,total_retail_discount,total_coupon_discount,total_coupon_match_discount,unique_stores_visited,top_department,top_dept_spend,campaigns_participated,coupons_redeemed,basket_frequency,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC
1109,87,538,1344,3059.0,2.891304347826087,623,63,-470.32,-6.35,0.0,8,GROCERY,1474.81,0,0,0.13964686998394862,,,,,,,
1110,133,727,1403,5508.47,5.7141804979253115,696,56,-1296.54,-406.08,-54.93,3,DRUG GM,3423.5899999999997,1,0,0.1910919540229885,,,,,,,
1111,321,1668,11216,18894.72,2.873284671532847,675,95,-2528.66,-12.040000000000001,-0.45,3,GROCERY,11118.28,12,0,0.47555555555555556,,,,,,,
1112,52,293,225082,1889.45,4.323684210526316,580,37,-158.68,-5.25,-0.75,2,GROCERY,857.45,0,0,0.0896551724137931,,,,,,,
1113,176,829,36199,4391.3,3.10339222614841,639,77,-1047.75,-56.44,-18.45,9,GROCERY,2855.01,7,5,0.27543035993740217,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1
1114,44,301,499,970.95,2.5089147286821705,684,34,-251.05,-3.59,-0.9,3,GROCERY,570.14,0,0,0.06432748538011696,,,,,,,
1115,51,282,127133,1828.64,5.285086705202312,659,25,-149.88,-1.85,-0.85,4,GROCERY,1053.37,0,0,0.07738998482549317,,,,,,,
1116,64,504,9062,2779.14,3.4099877300613497,693,36,-573.13,-6.41,-0.3,2,GROCERY,2019.69,3,0,0.09235209235209235,,,,,,,
1117,186,738,179720,3667.44,3.4179310344827587,691,79,-472.24,-2.5,0.0,11,GROCERY,2100.7,6,0,0.2691751085383502,,,,,,,
1118,16,103,12776,945.89,7.111954887218045,530,15,-157.01,0.0,0.0,2,GROCERY,447.6,0,0,0.03018867924528302,,,,,,,
1119,68,669,18754,2232.75,2.212834489593657,600,47,-644.83,-6.3,-3.6,5,GROCERY,1447.2,2,0,0.11333333333333333,,,,,,,
1120,87,493,16227,1737.84,2.5594108983799706,638,51,-312.51,-5.1,-2.35,3,GROCERY,1101.77,1,0,0.13636363636363635,35-44,B,Under 15K,Renter,2 Adults Kids,4,2
1121,61,670,1181,2486.64,2.7325714285714287,632,46,-667.7,-11.91,-2.0500000000000003,2,GROCERY,1700.94,2,0,0.09651898734177215,,,,,,,
1122,77,307,26983,1236.98,2.075469798657718,385,42,-161.4,-3.75,-0.25,6,GROCERY,881.55,3,0,0.2,,,,,,,
1123,73,526,1344,3915.81,3.9315361445783132,670,53,-622.28,-4.5,0.0,4,GROCERY,2167.75,4,0,0.10895522388059702,55-64,A,15-24K,Unknown,Single Female,2,None/Unknown
1124,79,583,3064,1896.39,2.2986545454545455,666,42,-460.58,-5.85,-0.75,6,GROCERY,1088.26,1,0,0.11861861861861862,,,,,,,
1125,89,227,7897,691.1,2.2009554140127388,690,40,-109.56,0.0,0.0,7,GROCERY,278.67,1,0,0.1289855072463768,,,,,,,
1126,28,535,1173,2543.36,3.1555334987593056,609,26,-552.62,-3.5,0.0,2,GROCERY,1658.36,2,0,0.04597701149425287,,,,,,,
1127,29,413,664,1563.53,3.05376953125,599,24,-316.62,-5.0,0.0,6,GROCERY,871.97,2,0,0.048414023372287146,,,,,,,
1128,234,817,89059,3027.0,2.6906666666666665,696,81,-416.53,-2.5,0.0,10,GROCERY,1437.17,7,0,0.33620689655172414,25-34,U,75-99K,Unknown,2 Adults Kids,3,1
1129,73,334,112080,2401.41,3.9496874999999996,628,55,-321.48,-11.99,-4.0,5,GROCERY,1115.88,0,0,0.11624203821656051,,,,,,,
1130,362,1549,7282,6563.15,2.786900212314225,710,98,-1622.16,-71.05,-8.2,10,GROCERY,3220.37,6,1,0.5098591549295775,55-64,U,25-34K,Renter,2 Adults Kids,3,1
1131,102,806,1331,3034.77,2.6458326068003486,692,57,-631.0,-8.0,-1.0,7,GROCERY,1474.38,4,0,0.14739884393063585,45-54,B,50-74K,Homeowner,2 Adults Kids,3,1
1132,58,537,1021,2073.62,2.648301404853129,675,36,-410.41,-1.0,0.0,8,GROCERY,1132.35,2,0,0.08592592592592592,,,,,,,
1133,115,312,14045,1377.66,3.2113286713286717,681,63,-243.91,0.0,0.0,9,GROCERY,610.55,1,0,0.16886930983847284,,,,,,,
1134,51,1057,2051,5050.53,3.2437572254335256,602,36,-718.36,-17.59,-0.8,2,GROCERY,2662.11,7,0,0.08471760797342193,,,,,,,
1135,64,207,10422,748.88,2.582344827586207,677,37,-133.68,-67.43,0.0,2,GROCERY,538.87,0,0,0.09453471196454949,45-54,U,50-74K,Unknown,Unknown,2,1
1136,59,485,964,1934.11,2.865348148148148,689,44,-487.44,-6.3,-2.0,2,GROCERY,1042.22,2,0,0.08563134978229318,,,,,,,
1137,134,190,24523,2121.89,3.1764820359281436,647,85,-279.64,0.0,0.0,3,DRUG GM,935.45,4,0,0.2071097372488408,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown
1138,212,386,2418,4546.37,3.579818897637795,703,90,-809.47,-1.5,-0.5,4,GROCERY,3014.71,6,0,0.3015647226173542,35-44,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown
1139,92,799,2360,7539.55,4.010398936170213,650,67,-667.7,-19.85,-3.15,7,GROCERY,4511.24,7,0,0.14153846153846153,,,,,,,
1140,21,223,19561,1164.18,3.893578595317726,590,11,-183.66,-2.3000000000000003,-0.9,11,GROCERY,795.91,0,0,0.03559322033898305,,,,,,,
1141,59,331,581,1137.28,2.5329175946547884,608,43,-273.45,-1.0,0.0,7,GROCERY,707.58,1,0,0.09703947368421052,,,,,,,
1142,284,1411,777132,15178.960000000001,3.5539592601264345,670,97,-1861.62,-45.83,-5.9,2,GROCERY,8522.07,10,1,0.42388059701492536,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1143,12,36,69,173.31,4.126428571428572,571,11,-55.29,-3.35,-1.85,2,GROCERY,117.67,0,0,0.021015761821366025,,,,,,,
1144,24,43,16636,187.09,3.2256896551724137,680,17,-10.26,0.0,0.0,5,GROCERY,67.48,0,0,0.03529411764705882,,,,,,,
1145,81,749,1594,3875.17,3.59144578313253,697,42,-817.53,-2.5,0.0,5,GROCERY,2019.39,5,0,0.11621233859397417,,,,,,,
1146,345,1029,497218,8854.64,3.101450087565674,615,87,-2020.84,-64.07,-19.35,9,GROCERY,4075.27,9,10,0.5609756097560976,35-44,B,35-49K,Homeowner,1 Adult Kids,4,3+
1147,57,803,1522,3779.36,3.3926032315978456,632,35,-582.61,-2.5,0.0,1,GROCERY,2250.46,0,0,0.09018987341772151,19-24,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown
1148,26,103,79650,478.59000000000003,4.1257758620689655,670,25,-49.31,0.0,0.0,10,KIOSK-GAS,175.4,0,0,0.03880597014925373,,,,,,,
1149,17,58,102,307.91,4.276527777777778,584,14,-48.08,0.0,0.0,2,PRODUCE,75.29,0,0,0.02910958904109589,,,,,,,
1150,14,187,449,845.39,2.987243816254417,454,12,-153.99,0.0,0.0,2,GROCERY,519.03,0,0,0.030837004405286344,,,,,,,
1151,159,442,14347,2808.91,3.7204105960264897,672,65,-420.64,0.0,0.0,13,GROCERY,1293.51,2,0,0.23660714285714285,45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown
1152,77,274,55278,1305.66,3.528810810810811,584,31,-219.8,-1.0,0.0,2,GROCERY,736.73,0,0,0.13184931506849315,,,,,,,
1153,65,264,614,1142.86,2.721095238095238,645,42,-285.91,0.0,0.0,8,GROCERY,486.56,1,0,0.10077519379844961,,,,,,,
1154,127,660,1873,3803.55,2.7265591397849462,645,71,-793.81,-21.05,-2.2,2,GROCERY,2215.16,5,0,0.19689922480620156,45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown
1155,41,525,954,2053.02,2.9120851063829787,637,27,-569.59,-1.0,0.0,2,GROCERY,1163.58,0,0,0.06436420722135008,,,,,,,
1156,29,225,376,999.33,3.9036328125,586,26,-134.72,-1.55,-0.45,5,GROCERY,357.53000000000003,0,0,0.04948805460750853,,,,,,,
1157,104,596,990,2779.86,3.130472972972973,634,63,-319.44,0.0,0.0,7,GROCERY,1507.46,3,0,0.1640378548895899,,,,,,,
1158,219,618,125690,2903.2,2.520138888888889,631,80,-734.08,-8.0,0.0,10,GROCERY,1541.48,5,0,0.347068145800317,45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
1159,233,792,237146,4468.63,2.985056780227121,599,61,-645.9,-2.6,-1.4,13,GROCERY,1678.67,4,0,0.38898163606010017,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
1160,145,927,36530,4377.96,2.2719045147898287,643,72,-1010.01,0.0,0.0,11,GROCERY,2535.53,4,0,0.2255054432348367,65+,U,35-49K,Homeowner,Single Female,1,None/Unknown
1161,63,543,5360,1377.57,2.2807450331125825,686,44,-296.76,-4.99,0.0,6,GROCERY,805.32,0,0,0.09183673469387756,,,,,,,
1162,33,125,51725,431.76,2.3986666666666667,390,24,-95.16,-3.09,0.0,2,GROCERY,204.49,0,0,0.08461538461538462,,,,,,,
1163,153,996,348663,4808.01,3.277443762781186,678,80,-810.09,-7.2,-2.1,4,GROCERY,2234.35,6,0,0.22566371681415928,35-44,U,Under 15K,Unknown,Unknown,1,None/Unknown
1164,104,525,1883,4689.35,3.3931620839363243,673,72,-311.34,-3.0,0.0,1,GROCERY,1993.44,3,0,0.15453194650817237,25-34,U,15-24K,Unknown,Single Male,1,None/Unknown
1165,57,347,51732,1413.52,2.890633946830266,623,42,-290.2,-3.0,0.0,5,GROCERY,835.33,1,0,0.09149277688603531,,,,,,,
1166,409,1903,1301917,12300.62,3.2524114225277634,634,90,-2060.93,-462.59,-117.21,5,GROCERY,6110.6900000000005,11,10,0.6451104100946372,45-54,A,125-149K,Homeowner,2 Adults Kids,3,1
1167,150,1061,257101,6798.79,3.5689186351706037,648,80,-792.67,-4.55,-0.45,6,GROCERY,3598.04,9,2,0.23148148148148148,35-44,U,50-74K,Homeowner,2 Adults Kids,4,2
1168,69,128,232,874.23,4.047361111111111,661,52,-67.7,-8.5,-0.5,1,GROCERY,321.17,0,0,0.1043872919818457,,,,,,,
1169,128,798,15883,5159.4,2.456857142857143,629,65,-1273.71,-5.0,-1.5,15,GROCERY,2337.81,4,0,0.20349761526232116,19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
1170,7,19,39,68.45,3.2595238095238095,593,7,-7.05,0.0,0.0,2,GROCERY,57.86,0,0,0.011804384485666104,,,,,,,
1171,34,206,12858,996.6,3.624,589,26,-82.05,0.0,0.0,8,GROCERY,559.88,0,0,0.057724957555178265,,,,,,,
1172,167,852,15422,4569.24,3.90199829205807,709,74,-604.51,-0.3,-0.3,8,GROCERY,2444.62,4,0,0.23554301833568406,25-34,B,50-74K,Unknown,Single Male,1,None/Unknown
1173,41,186,51717,655.77,3.1527403846153845,636,23,-65.51,0.0,0.0,3,GROCERY,249.99,0,0,0.06446540880503145,,,,,,,
1174,122,698,1260,2156.65,2.16531124497992,626,51,-472.03,-1.0,0.0,9,GROCERY,1252.92,2,0,0.19488817891373802,25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+
1175,135,701,686761,7403.51,4.321955633391711,611,76,-605.59,-6.25,-2.5,9,GROCERY,3669.5,5,5,0.220949263502455,25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown
1176,16,68,90,240.85,3.440714285714286,637,9,-48.44,0.0,0.0,3,GROCERY,118.77,0,0,0.02511773940345369,,,,,,,
1177,17,94,142,337.98,2.5035555555555558,587,16,-28.15,0.0,0.0,1,DRUG GM,119.02,0,0,0.028960817717206135,,,,,,,
1178,212,883,256669,5022.28,3.073610771113831,669,97,-1344.16,-13.89,-0.5,13,GROCERY,2537.9,8,0,0.31689088191330345,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown
1179,205,1371,582706,9428.4,3.5485133609333834,622,83,-1476.52,-36.68,-2.1,13,GROCERY,3568.97,7,0,0.3295819935691318,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1180,166,766,509201,5430.04,3.668945945945946,609,70,-789.95,0.0,0.0,10,GROCERY,2346.37,4,0,0.27257799671592775,,,,,,,
1181,89,674,19709,2196.58,2.429845132743363,660,54,-452.13,-7.75,-2.35,10,GROCERY,1366.36,3,0,0.13484848484848486,,,,,,,
1182,124,493,58951,1966.38,2.9748562783661123,637,51,-295.26,-1.0,0.0,8,GROCERY,1137.83,3,0,0.1946624803767661,,,,,,,
1183,9,119,202,260.04,1.898102189781022,589,6,-91.98,-4.04,-0.25,3,GROCERY,187.57,0,0,0.015280135823429542,,,,,,,
1184,13,198,5079,713.9,3.1870535714285713,683,11,-148.34,0.0,0.0,2,GROCERY,377.83,1,0,0.01903367496339678,,,,,,,
1185,61,329,5507,1334.18,3.0741474654377883,696,36,-246.64,0.0,0.0,5,GROCERY,812.23,0,0,0.08764367816091954,,,,,,,
1186,79,971,132643,6060.38,4.430102339181286,677,55,-616.17,-5.1,-1.4,3,GROCERY,1990.55,5,0,0.11669128508124077,45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+
1187,133,604,1648,2996.18,2.474137076796036,639,57,-428.43,-7.79,0.0,11,GROCERY,1584.73,6,0,0.2081377151799687,,,,,,,
1188,149,1248,14338,3722.22,1.631836913634371,599,68,-1207.73,-8.69,-1.0,2,GROCERY,2486.13,3,0,0.24874791318864775,45-54,U,35-49K,Renter,Unknown,1,None/Unknown
1189,51,215,389,954.21,3.4952747252747254,643,38,-123.24,0.0,0.0,2,GROCERY,256.55,0,0,0.07931570762052877,,,,,,,
1190,253,826,232630,3327.02,2.7587230514096186,646,85,-549.47,-11.6,-2.15,5,GROCERY,1464.73,7,0,0.39164086687306504,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1191,98,441,994,2485.87,3.068975308641975,614,60,-323.06,0.0,0.0,4,GROCERY,1223.38,2,0,0.15960912052117263,,,,,,,
1192,100,325,180292,1482.54,3.244070021881838,647,54,-242.39,-5.09,-0.25,7,GROCERY,815.05,0,0,0.1545595054095827,,,,,,,
1193,219,886,9467,4723.65,2.978341740226986,650,69,-1086.75,-28.54,-1.9,7,GROCERY,3204.93,3,0,0.33692307692307694,,,,,,,
1194,62,400,652,1276.74,2.3298175182481753,614,43,-255.25,0.0,0.0,9,GROCERY,619.53,0,0,0.10097719869706841,,,,,,,
1195,41,278,44928,1271.09,3.444688346883469,669,27,-172.95,0.0,0.0,6,GROCERY,678.45,0,0,0.061285500747384154,,,,,,,
1196,27,378,722,1915.95,3.509065934065934,623,27,-224.99,0.0,0.0,2,GROCERY,1208.64,0,0,0.04333868378812199,,,,,,,
1197,160,1119,453301,7988.7300000000005,4.018475855130785,655,76,-966.5600000000001,-274.59,-41.04,11,GROCERY,3656.48,6,18,0.24427480916030533,35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1198,44,203,369,1004.6,3.44041095890411,589,38,-244.13,-1.55,-1.45,5,GROCERY,644.21,0,0,0.07470288624787776,,,,,,,
1199,7,40,53,163.57,3.4802127659574467,177,6,-22.25,0.0,0.0,1,GROCERY,60.0,0,0,0.03954802259887006,,,,,,,
1200,30,438,660,1619.45,2.912679856115108,618,25,-363.45,-1.25,-0.75,4,GROCERY,758.41,0,0,0.04854368932038835,,,,,,,
1201,38,169,5566,537.6,2.937704918032787,660,31,-103.23,-17.35,-1.65,2,GROCERY,319.11,0,0,0.05757575757575758,,,,,,,
1202,25,88,14328,587.47,4.589609375,665,22,-116.46000000000001,-14.83,-0.85,4,GROCERY,361.14,0,0,0.03759398496240601,,,,,,,
1203,173,910,104260,6385.44,3.2071521848317426,627,79,-886.42,-17.78,-3.8,8,GROCERY,3193.04,6,0,0.2759170653907496,,,,,,,
1204,81,469,8830,2043.13,3.3275732899022805,630,48,-553.71,-5.5,0.0,5,GROCERY,945.95,2,0,0.12857142857142856,,,,,,,
1205,186,945,8566,4383.72,2.6910497237569064,636,73,-1078.89,-6.11,-0.5,7,GROCERY,2252.66,0,0,0.29245283018867924,,,,,,,
1206,381,1325,2827,6172.13,2.4978267907729665,651,90,-1274.11,-9.35,-2.15,7,GROCERY,3463.82,6,0,0.5852534562211982,,,,,,,
1207,108,199,411,765.37,2.271127596439169,629,64,-241.45,-22.69,-2.5,2,GROCERY,420.67,3,0,0.17170111287758347,,,,,,,
1208,54,353,16511,1078.06,2.4726146788990824,603,32,-165.14,0.0,0.0,3,GROCERY,536.89,0,0,0.08955223880597014,,,,,,,
1209,23,86,131,361.42,3.6879591836734695,604,16,-43.28,-1.7999999999999998,-1.2000000000000002,4,GROCERY,173.08,0,0,0.0380794701986755,,,,,,,
1210,37,306,585,921.33,2.393064935064935,627,28,-225.14000000000001,0.0,0.0,3,GROCERY,578.28,0,0,0.05901116427432217,,,,,,,
1211,168,516,455784,9045.04,6.242263630089718,657,86,-958.24,-12.75,-0.75,8,GROCERY,4077.9700000000003,3,0,0.2557077625570776,,,,,,,
1212,6,84,108,195.27,2.1225,601,6,-43.23,0.0,0.0,1,GROCERY,137.01,0,0,0.009983361064891847,,,,,,,
1213,46,143,55298,622.22,3.345268817204301,674,35,-83.09,-2.0,0.0,2,GROCERY,272.69,0,0,0.06824925816023739,,,,,,,
1214,7,26,51,122.95,4.553703703703704,620,7,-21.43,0.0,0.0,1,GROCERY,54.94,0,0,0.01129032258064516,,,,,,,
1215,15,170,305,786.45,4.0960937500000005,588,11,-86.22,0.0,0.0,2,GROCERY,344.2,0,0,0.025510204081632654,,,,,,,
1216,134,1175,2462,5303.53,2.6112900049236827,616,70,-912.05,-14.67,0.0,2,GROCERY,2869.77,11,0,0.21753246753246752,,,,,,,
1217,54,675,89386,2656.9,2.730626927029805,604,40,-597.08,-7.0,0.0,2,GROCERY,1362.48,1,0,0.08940397350993377,,,,,,,
1218,96,664,170919,3093.53,2.8433180147058827,599,62,-624.09,-33.08,-13.07,5,GROCERY,1642.49,1,0,0.16026711185308848,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2
1219,121,258,478,823.08,2.3382954545454546,631,67,-141.93,-4.0,0.0,3,GROCERY,368.13,2,0,0.19175911251980982,19-24,A,15-24K,Homeowner,2 Adults Kids,3,1
1220,31,324,455,787.04,2.242279202279202,619,18,-171.09,-1.0,0.0,7,GROCERY,469.65,0,0,0.050080775444264945,,,,,,,
1221,15,191,258,652.34,2.9384684684684688,575,13,-81.63,-0.75,0.0,1,GROCERY,337.63,0,0,0.02608695652173913,,,,,,,
1222,174,1074,2688,5833.39,2.9225400801603207,682,77,-1173.77,-48.97,-4.49,8,GROCERY,3267.34,7,0,0.25513196480938416,45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown
1223,57,378,770,1743.69,3.544085365853659,581,34,-349.39,-5.0,0.0,5,GROCERY,1119.35,1,0,0.0981067125645439,,,,,,,
1224,92,724,1360,2363.78,1.9764046822742476,594,59,-465.1,-1.0,-1.0,2,GROCERY,1224.14,2,0,0.15488215488215487,,,,,,,
1225,76,510,790,1415.38,2.1608854961832065,651,50,-240.32,0.0,0.0,10,GROCERY,852.58,0,0,0.11674347158218126,,,,,,,
1226,76,1330,3219,6237.46,2.6340625,590,58,-1390.39,-21.0,-2.45,4,GROCERY,3616.94,7,0,0.1288135593220339,25-34,B,35-49K,Homeowner,1 Adult Kids,3,2
1227,86,915,79686,3810.36,3.0728709677419355,604,52,-469.07,-8.1,-0.35,8,GROCERY,1600.93,3,0,0.1423841059602649,,,,,,,
1228,797,1628,1085371,14503.89,3.6187350299401198,701,101,-2228.94,-264.6,-10.19,15,GROCERY,5787.81,6,5,1.1369472182596292,45-54,U,100-124K,Unknown,Single Female,1,None/Unknown
1229,385,1856,1295539,18304.31,4.108711560044894,684,95,-1638.11,-32.3,-10.9,10,GROCERY,6717.86,9,6,0.5628654970760234,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1230,20,59,82,258.53000000000003,3.977384615384616,630,17,-25.169999999999998,0.0,0.0,2,GROCERY,148.08,0,0,0.031746031746031744,,,,,,,
1231,55,337,1197,1919.79,2.573445040214477,616,48,-522.66,-25.65,-5.75,1,GROCERY,1297.6200000000001,0,0,0.08928571428571429,,,,,,,
1232,22,154,250,488.49,2.7289944134078215,513,18,-159.64,-2.5,0.0,6,GROCERY,314.23,0,0,0.042884990253411304,,,,,,,
1233,38,428,125597,1778.52,2.901337683523654,647,25,-325.0,-6.59,-0.6,5,GROCERY,975.0600000000001,1,0,0.05873261205564142,,,,,,,
1234,94,1027,2023,5547.83,3.522431746031746,640,63,-915.26,-4.6,-1.4,5,GROCERY,3248.57,6,0,0.146875,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1235,20,181,44017,894.0,4.403940886699507,591,16,-99.02,-0.35,-0.35,7,DRUG GM,396.15,0,0,0.0338409475465313,,,,,,,
1236,194,667,1956,3993.01,2.7126426630434786,606,78,-685.68,0.0,0.0,4,GROCERY,2171.41,3,0,0.3201320132013201,35-44,U,50-74K,Unknown,2 Adults Kids,3,1
1237,20,230,42304,1051.16,3.0825806451612907,507,19,-166.72,-5.0,0.0,2,GROCERY,505.3,2,0,0.03944773175542406,,,,,,,
1238,51,884,2381,4678.61,2.618136541689983,701,44,-1364.13,-60.33,-22.05,3,GROCERY,2970.79,8,2,0.07275320970042796,,,,,,,
1239,26,444,1034,2068.5,2.7217105263157895,615,24,-425.75,-4.75,0.0,4,GROCERY,1319.55,2,0,0.04227642276422764,,,,,,,
1240,217,1157,450816,11250.07,3.9062743055555553,612,76,-880.96,-10.77,0.0,5,GROCERY,4082.01,5,0,0.3545751633986928,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
1241,91,439,780,2041.45,3.5258203799654577,704,54,-377.93,-2.8,-1.2,5,GROCERY,1223.25,0,0,0.12926136363636365,,,,,,,
1242,35,170,398,830.11,3.388204081632653,591,28,-269.61,-0.75,0.0,4,GROCERY,449.39,0,0,0.05922165820642978,,,,,,,
1243,15,59,91,249.7,3.4205479452054792,493,14,-16.85,0.0,0.0,2,DRUG GM,97.77,0,0,0.030425963488843813,,,,,,,
1244,34,200,262,603.45,2.7808755760368666,627,29,-104.77,0.0,0.0,4,GROCERY,357.62,0,0,0.05422647527910686,,,,,,,
1245,254,820,262955,4469.27,3.0361888586956525,642,85,-681.83,-3.55,-0.45,5,GROCERY,1674.04,5,0,0.3956386292834891,,,,,,,
1246,97,797,219680,5428.25,4.038876488095238,664,59,-648.07,-2.75,-0.25,7,GROCERY,3017.04,3,0,0.1460843373493976,,,,,,,
1247,123,803,23005,6639.95,2.490603900975244,601,75,-1164.32,-16.33,-1.35,6,GROCERY,3196.32,5,4,0.20465890183028287,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1248,158,1098,170928,9091.29,3.942450130095404,652,79,-1232.19,-77.66,-5.35,2,GROCERY,4962.58,7,1,0.24233128834355827,45-54,U,50-74K,Unknown,1 Adult Kids,2,1
1249,23,169,273,491.62,2.1947321428571427,596,20,-70.3,0.0,0.0,4,GROCERY,271.1,0,0,0.03859060402684564,,,,,,,
1250,6,81,94,203.17,2.2828089887640446,618,6,-65.9,0.0,0.0,2,GROCERY,75.07,0,0,0.009708737864077669,,,,,,,
1251,53,82,8072,325.77,3.016388888888889,599,34,-93.71,-1.5,0.0,2,GROCERY,241.66,1,0,0.08848080133555926,,,,,,,
1252,46,317,11959,1152.78,3.00203125,659,35,-500.65,-39.03,-9.02,10,GROCERY,593.0,0,0,0.06980273141122914,,,,,,,
1253,24,190,303,570.15,2.715,520,8,-137.18,-13.55,-0.45,1,GROCERY,301.08,0,0,0.046153846153846156,,,,,,,
1254,6,87,115,252.31,2.628229166666667,580,5,-57.24,0.0,0.0,2,GROCERY,132.55,0,0,0.010344827586206896,,,,,,,
1255,28,160,276,522.3,2.7489473684210526,634,24,-181.03,0.0,0.0,3,GROCERY,270.22,0,0,0.04416403785488959,,,,,,,
1256,170,685,122642,5274.32,3.460839895013123,686,88,-434.27,-18.95,-0.75,3,NUTRITION,1484.3600000000001,10,6,0.2478134110787172,45-54,U,50-74K,Unknown,1 Adult Kids,2,1
1257,31,341,66385,1389.1200000000001,2.900041753653445,617,24,-249.03,0.0,0.0,7,GROCERY,693.63,1,0,0.050243111831442464,45-54,U,50-74K,Homeowner,2 Adults Kids,3,1
1258,232,433,51172,3502.45,3.420361328125,705,94,-723.03,-8.5,-0.5,11,GROCERY,2293.7,6,0,0.32907801418439714,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown
1259,33,185,676,1163.62,2.7508747044917254,574,28,-265.99,0.0,0.0,2,GROCERY,744.18,1,0,0.05749128919860627,,,,,,,
1260,168,1265,16916,11200.800000000001,3.0737650933040617,687,85,-950.99,-6.05,-0.45,2,GROCERY,4625.58,3,0,0.2445414847161572,65+,U,50-74K,Homeowner,Single Male,1,None/Unknown
1261,228,693,83743,3777.98,2.692786885245902,657,79,-614.71,-14.85,-1.15,2,GROCERY,1819.5,6,1,0.3470319634703196,45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown
1262,29,323,461,769.72,2.0309234828496043,620,15,-180.11,-2.5,-0.5,5,GROCERY,460.73,0,0,0.0467741935483871,,,,,,,
1263,126,817,42316,5257.44,3.806980448950036,664,69,-739.0699999999999,-10.23,-0.75,5,GROCERY,2796.38,8,0,0.1897590361445783,25-34,B,15-24K,Unknown,Single Male,1,None/Unknown
1264,132,1063,100872,6458.78,4.183147668393782,652,69,-974.74,-81.4,-5.6,6,GROCERY,2883.87,8,0,0.20245398773006135,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown
1265,49,371,767,1409.8700000000001,2.277657512116317,593,38,-347.7,-28.68,-7.6,3,GROCERY,880.84,1,0,0.08263069139966273,,,,,,,
1266,115,300,854,1657.1100000000001,3.835902777777778,683,72,-539.17,0.0,0.0,5,GROCERY,524.48,5,0,0.1683748169838946,,,,,,,
1267,66,408,20019,1689.84,2.383413258110014,630,55,-169.92,-0.5,-0.5,4,GROCERY,719.71,0,0,0.10476190476190476,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown
1268,71,531,4553,3013.56,3.5164060676779463,625,47,-437.85,0.0,0.0,5,GROCERY,1787.47,0,0,0.1136,35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2
1269,109,722,3321,2595.17,2.512265246853824,642,60,-510.88,-3.5,0.0,5,GROCERY,1416.65,2,0,0.16978193146417445,,,,,,,
1270,73,591,1266,3455.32,3.8264894795127353,614,47,-362.48,0.0,0.0,3,GROCERY,1584.42,4,0,0.11889250814332247,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown
1271,132,799,2029,4155.52,2.35173740803622,593,74,-689.36,-2.8,-0.45,3,GROCERY,2431.64,4,0,0.22259696458684655,,,,,,,
1272,258,1441,15794,10019.45,3.038038204972711,678,93,-1337.45,-35.25,-6.0,9,GROCERY,4335.29,10,0,0.3805309734513274,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown
1273,17,72,84,265.04,3.35493670886076,603,13,-30.57,-2.0,0.0,8,GROCERY,150.48,0,0,0.028192371475953566,,,,,,,
1274,273,937,3773,12503.24,4.264406548431105,654,94,-1054.81,-11.39,0.0,8,GROCERY,5549.53,0,0,0.41743119266055045,,,,,,,
1275,8,56,85,137.63,2.293833333333333,222,4,-18.66,0.0,0.0,3,GROCERY,88.03,0,0,0.036036036036036036,,,,,,,
1276,20,189,6014,623.45,2.6643162393162396,593,14,-59.34,0.0,0.0,7,GROCERY,181.35,0,0,0.03372681281618887,,,,,,,
